str_no_string|NO STRING!
str_npc5_backstory_c|Our regiment was given leave in a prosperous town of Great Poland. We soldiers of His Majesty, King Carl, allowed ourselves to relax a little. And the tale that I sold my halberd to a trader is but a blatant lie! I mean, I can recall no such thing... Morning come, and word of it came to the regiment commander, and he relieved me of my soldier's patent. Yet I have not abandoned hope to re-enlist. I already prepared a petition, which I shall personally deliver to King Karl. However, the quarters of our august monarch moves with the army, and I squandered almost all my savings chasing after it.
str_npc6_backstory_c|There was nothing I could do... My fate was to end up in a jail, and my wife would go straight into that clerk's bedroom. So I took my grandfather's pole-axe, went to the clerk's homestead and put him down like a pig. And my wife, Nastasia, I sent away in secret to Astrakhan, to distant relatives.
str_npc7_backstory_c|But I do not count myself unlucky, stranger, no more than any other woman, in this fetid backwater, this dung heap among the nations, populated by apes and jackals.
str_npc8_backstory_c|The old vizier was retired. I cried as I strangled him with a silk thread. The new vizier was a miser, quite like your everyday Istanbul shroff! He decided that the executioner needs no assistant, so I was put out of the palace the very same day. Now I make my bread as I can. Working as an assistant in the butcher's row at the markets, chopping up the carcass at the slaughterhouse. I even went as low as accepting a job killing a pig at a Cossack homestead -- for ten thaler! Shaitan damn that beast, cursed by the Allah...
str_npc9_backstory_c|All I have left is my grandfather's sword and my knightly honor.
str_npc10_backstory_c|As the French say, сherchez la femme. I met a beautiful Kiev pani around here, so I left service at once and took a mansion for rent, where we wiled away our days. Three months went by in an instant. But then my money ran out, and the master put me out of the mansion -- and the pani quickly went off with a fur trader who was happening by.
str_npc11_backstory_c|I grew tired of this humiliation, so I drove the Khan's tax collectors from my door. Two weeks later, a large force arrived on our steppes along the Dniepr near Perekop. I had no choice but to flee.
str_npc12_backstory_c|The next day I was called to a sick Cossack colonel in Kurenevka, and I gave him that very treatment. The poor chap guzzled down the cure, and cried out like mad -- for the whole day, until he died in the evening. The nitre in the powder had burned his intestines.^The people of Kurenevka learned of this, and sent almost a full regiment after me, threatening to put my skin on a drum.
str_npc13_backstory_c|As for me, I come from Poltava. My life would have been all right, save for that unfortunate cattle plague last Autumn. The local priest had long nursed a grudge against me -- suspected that I was stealing his parish from him, or some such nonsense. Accused me of witchcraft, and said it was I who killed the cattle. That very night they tarred and burned my house. Thankfully, some kind souls warned me in time, and I escaped with my life.
str_npc14_backstory_c|Now I am looking for a commander who could appreciate my true worth.
str_npc15_backstory_c|Oh, what trouble there was then! The guards came and wanted to bring me before the judges. I was so enraged I was beside myself. I grabbed a long-handle axe from one of the guards and drove the lot of them into the Volkhov River, right up to their necks. Then I ran off here to my sisters' place... She used to live here, but a week ago she passed away.
str_npc16_backstory_c|But they forgot who they were dealing with. On the second night I slaughtered all the guards and vanished into the night.
str_npc1_backstory_later|Even though I am hoary with age, I am still full of strength. You must take me with you, truly you must!
str_npc2_backstory_later|I am a noble and have much war experience, but in my distress I have taken many jobs -- a guard for merchants, the night watch at a noble house -- and I have even fed myself by winning at cards. But perhaps you yourself are in need of a companion?
str_npc3_backstory_later|So now I am wondering where life shall lead...
str_npc4_backstory_later|Now I am looking for some daring lads who might teach the Poles a good lesson...
str_npc5_backstory_later|I wonder if you need a veteran free lance in your party?
str_npc6_backstory_later|Now I am looking for companions on my way.
str_npc7_backstory_later|There can be no return home for me, so I look for any business I can find.
str_npc8_backstory_later|An executioner in retirement has many foes. I can hardly explain to the relatives of the deceased that it was merely my job. And with such a name as mine, try finding a new job, ha ha! But if you need a man who has mastered well both the axe and the noose, then I am at your service.
str_npc9_backstory_later|I am ready to follow he who fights for the just cause.
str_npc10_backstory_later|Now here I sit, as I have for days now. Frittering away the last of my money.
str_npc11_backstory_later|I've done much in my life. A rare commander it would be, who would agree to take on an old man like me, even if I am worth a dozen men on the battlefield.
str_npc12_backstory_later|Now, naturally, I am searching for a trusty patron -- one whom I might relieve of any illness.
str_npc13_backstory_later|But now I am left without a roof over my head, and I scrape by, fortune-telling on the road. But wandering the lonely roads is no good business for a young girl.
str_npc14_backstory_later|By the way, {sir/madam}, perhaps you are in need of a quartermaster with some experience? When the carts are brimming with provisions, the barrels are full of good powder, and a merry bottle-o-wine is always there for the day of rest -- well, the war goes much better, believe you me.
str_npc15_backstory_later|Now I'm sitting here and thinking where to go.
str_npc16_backstory_later|Now I'm looking for a good {man/lady} who is in need of a trusted guard.
str_npc1_backstory_response_1|I have long dreamt of having a famous warrior for counsel.
str_npc2_backstory_response_1|Well, a sharp blade is never out of place in my party.
str_npc3_backstory_response_1|A priest, even a defrocked priest, would be a welcome addition to the party.
str_npc4_backstory_response_1|Come with me. I promise no easy life, but I can promise vodka and the spoils of war.
str_npc5_backstory_response_1|A soldier who fought under Torstenson himself can indeed be of use to me...
str_npc6_backstory_response_1|Follow me. I cannot promise you a horse with horns, but we shall have plenty of other game.
str_npc7_backstory_response_1|A sober soldier? Well, that's exactly what I need.
str_npc8_backstory_response_1|Well, I do need fine swordsmen in my party...
str_npc9_backstory_response_1|Well, if so -- you're welcome to join me.
str_npc10_backstory_response_1|Would you perhaps want to join me?
str_npc11_backstory_response_1|I would be glad to accept you in my party, if you would be willing to ride with me.
str_npc12_backstory_response_1|In fact I do need a doctor for the party. Please, join me.
str_npc13_backstory_response_1|Perhaps you wish to prove your talents under my command?
str_npc14_backstory_response_1|Well, you would not be out of place in my party.
str_npc15_backstory_response_1|So, you say you crushed your husband's skull with a rolling-pin and drove off three guards with a halberd?
str_npc16_backstory_response_1|You could be very useful in my party.
str_npc1_backstory_response_2|I would be glad to accept you, but not yet. Please wait just a little while.
str_npc2_backstory_response_2|I am not looking for companions.
str_npc3_backstory_response_2|Nay, I'm fed up with talking to you.
str_npc4_backstory_response_2|I would presume such a famous warrior would not accept me as commander.
str_npc5_backstory_response_2|You should return to the Swedish army. We do not walk the same path.
str_npc6_backstory_response_2|A sad tale. But I have heard the likes of it before. Farewell!
str_npc7_backstory_response_2|The Cossacks say: "A thin fellow is either a sick man or a poor man". So I hope you understand...
str_npc8_backstory_response_2|Sorry, but I have no need for an executioner. Ask someone else.
str_npc9_backstory_response_2|Every man determines for himself what is their just cause. I believe I am not the best companion for you.
str_npc10_backstory_response_2|My advice would be to return to service.
str_npc11_backstory_response_2|Perhaps you should find yourself a new Horde, then...
str_npc12_backstory_response_2|Oh no, friend! You might poison me too!
str_npc13_backstory_response_2|I have always thought that sorcerers were liars. It seems to me that you got what you deserved.
str_npc14_backstory_response_2|I fear I do not have enough in my purse to pay for all your fine talents. So my answer must be no.
str_npc15_backstory_response_2|My, my. I pity whoever gets mixed up with you.
str_npc16_backstory_response_2|It sounds like you might be more trouble than you're worth.
str_npc1_signup|Excellent, then. Let us dine and then make our way!
str_npc2_signup|I hope you will forgive me if I will not join you at the table. I already had my supper, and I never dine afterwards.
str_npc3_signup|I accept this offer with pleasure, {my son/dear}! I swear by Sweet Mary Mother of God, you shall not regret it.
